id,comment
4330,AI に絵柄の集中学習された作家 7000 人のリストに名前が入っていた作家です。自分が寝食を削って作成し、発表した作品が、盗み取られて、誰かの利益になるのが許せません。許可を取っていただき、提供した学習元データの断片が使われたら、私の収益になるようなシステムが作られてるなら納得できますが。カラオケで、歌われたら作曲、作詞家にお金が入るシステムがありますよね。あれなら良いですけど、現状そうではありません。また、音声ソフト『初音ミク』のように、どこかの会社が社内で学習元データを作り、完全に合法画像のみで作られた AI であれば納得ができます。今の AI 画像ツールは、元のデータが無許可なもので構成されていると言っても過言ではなく、仕事で絵を描いている私は、どこで権利関係に抵触するのか分からないので使えません。信頼性の低いツールは仕事では使えません。私はフリーランスなので、信頼がすべてです。一度それを損なえば、仕事を失ってしまいます。また、海外ではイラストレーションだけでなく、写真関係で AI の問題を多く聞きます。AIが社会問題として認知されるのは、こちらの話の方が大きいように思います。女性や、子供の写真をポルノ画像として合成する等、嫌がらせや、詐欺に使われる事を懸念しています。子供がいますので、これがとても怖いです。
4335,・生成 AI ツールによる盗作イラストや性的な合成画像(合成児童ポルノ)、災害デマ等は、憲法で定められた表現の自由や生存権を危険に曝しています。・海賊版サイトの漫画村と同様に、生成 AI の運営会社や集英社(週刊少年ジャンプや週刊プレイボーイ等)による盗作行為や人権侵害の数々も問題視し、無断学習や盗作行為その物を厳罰化すべきです。彼らが行っている事は、野菜泥棒と同じです。・京都アニメーション放火殺人事件の様な、復讐殺人を回避する為にも、盗作被害や盗作免罪に関する相談窓口を設けるべきです。盗作行為や著作権侵害を親告罪から非親告罪に改正する事も必要です。・何処かの企業が、独自にクリーンな生成 AI ツールを作り上げ、作者やモデル本人から許可を得た作品のみを学習させる分には問題ありません。出力された作品を公開する事や、生成 AI 表記も必要です、
4337,インターネット革命、スマートフォン革命でクソ既得権益の足の裏を舐めたせいで失われた 30 年が生まれてしまった二度とこのようなことは起こしてはならないAI は日本が誇るソフトウェア技術の集大成になりうる革命であり、著作権ごとき問題で発展を縛るべきではないここでミスをすると著作権にルーズな中国に負ける絶対に負ける30 年では済まない失われた 2000 年になる
4338,趣味でイラストを描いているのですが、自分の絵が許可なく学習に使われていると知ったら、「自分のイラストが学習に使われるくらいなら描かない」という創作意欲の低下が起こると思います。イラストレーターのみならず、作詞作曲者、声優など多くのクリエイターの仕事を奪ってしまうのではないかという懸念もあります。
4343,特定のイラストレーターのイラストを学習していない、著作権を侵害していない、と主張する人が、画像生成ツールの作成・ツールを使うユーザーに多くいます。しかしあらゆる AI はすべて、無から有を作ることはできないものです。ネットにあがっているイラストは意図せずともすべて学習元に使われていると判断して相違ないでしょう。話題の ChatGPT などもネットのあらゆる情報やコードを参照しています。しかしそれらを活用するのと、画像生成 AI を活用するのでは、大きな差があります。どんな AI の活用にあたっても初めに人間のアイディアがあり、それを ChatGPT などの AIがネットの海を探してきて調べて作り上げていき、最終的に人間で多少手入れして「成果物」として発表されます。ChatGPT などが探すのは「そのアイディアを叶えるのに必要な情報」ですが、例えばシステムの場合、その情報だけで何かしらの「成果物」として資産になることはあまりありません。しかし画像生成 AI が探すのは「そのアイディアに近い成果物」自体を探して組み合わせます。成果物は元々それを描いたり撮ったりした作家さんの資産なのです。勝手に他人の資産を使っている時点で著作権侵害に近しいですし、しかもそれによる利益を横取りしたり元の作家さんを不利な状況に追いやっている、そこに大きな違いがあります。(作風を真似するのはもっと悪質で、「アイディア」までも盗んでいるといえます)本来 AI とは上手く使えばより効率的に物事をすすめることができるものです。例えば画像生成 AI でも、今までの自分の作品(そこに関わる著作権や肖像権をクリアにしたうえで問題ないもの)のみを用いて画像生成 AI を通し、レイアウト案などを出すのは問題ないはずです。しかし今のツールではそれは容易くなく、且つ冒頭のようなユーザーがいるせいで作家間での反発も強く、画像生成 AI を安易に使えない状況です。クリエイターの進歩を妨げ、海外に遅れをとる状況となっています。冒頭に述べたユーザーがこうも暴れ回っているのは、画像生成 AI を使った画像などはそうであると分かりづらいので隠し通しやすいのと、万が一何があっても著作権侵害にはならない・法を犯してないか自分は悪くない、と言う立場を崩さないからです。一刻も早く AI に関するルールが整備され、各自の作品(資産)が守られた上で、AI を使う人も安心して使える世の中になることを願います。
4344,訂正文・生成 AI ツールによる盗作イラストや性的な合成画像(合成児童ポルノ)、災害デマ等は、憲法で定められた表現の自由や生存権を危険に曝しています。・海賊版サイトの漫画村と同様に、生成 AI の運営会社や集英社(週刊少年ジャンプや週刊プレイボーイ等)による盗作行為や人権侵害の数々も問題視し、無断学習や盗作行為その物を厳罰化すべきです。彼らが行っている行為は、野菜泥棒と同じです。・京都アニメーション放火殺人事件の様な、復讐殺人を回避する為にも、盗作被害や盗作免罪に関する相談窓口を設けるべきです。盗作行為や著作権侵害を、親告罪から非親告罪に改正する事も必要です。・何処かの企業が、独自にクリーンな生成 AI ツールを作り上げ、作者やモデル本人から許可を得た作品のみを学習させる分には、問題がありません。入力された作品の公開や生成 AI表記を義務付ける事も必要です。
4346,１．はじめに生成 AI は現在様々な問題を抱えているが、いずれ技術的に解決されうる問題と生成 AI という存在そのものが与える問題について分離して考えるべきである。５．各論点について（１）現在、学習には体力の画像データが用いられ、その多くはネット上から不当に収集されたものも含まれる。学習された画像がそのまま出力される可能性もあり、著作権の観点から問題にされる場合が多く、実際問題であると考えている。しかし、作品の同一性や絵柄のようなクリエイタが獲得した固有のものに焦点を当て法整備を行った場合、短期的には規制できるかもしれないが、長期的に見た場合、学習データを加工し上記の問題を解決した場合や、一度合法的に高品質の学習データが市場に出ることが考えられ、その場合クリエイタの利益を守ることはできない。経済的な観点から見ればこのような生成 AI の利用は合理的であり、世界的に普及も進むと考えられるが、一方で美術文化的には質の低下につながると考えている。（２）個人利用の範囲であれば問題ないと考えている。また、生成 AI そのものはただのプログラムであり、特殊な機材や技術を必要としないことから、生成物の規制そのものが現実的ではないと考えている。特定のクリエイターに似せた作品を投稿することが問題なっているが、クリエイタの評価を下げたり不利益を被らせることを目的としない限り規制することは難しいのではないか。（３）現状では著作性はあると解釈できる。ただし、「著作性」の定義を見直し、生成 AIを使用したものには著作性を認めないようなものとすれば、生成 AI の私的範囲内での利用を規制しない一方で商業的な利用を牽制することができるのではないかと考えている。これはクリエイタ側に生成 AI を使用していないことの証明を求めることになる負担は増えるが、デジタルデータで著作物を管理することが多い現代では不当な商業利用を抑制する効果の方が大きいのではないだろうか。６．最後に現在は現在技術として公開されている生成 AI を前提に議論を進めている部分もあると思うが、将来的な技術の発展を見据え対応してほしい。クリエイタの利益も重要かもしれないが、国際的に足並みを揃えられない場合、経済的に大きな損失を被るだけになると考えている。現在の生成 AI のレベルが、大衆には判別できないほどになっていることからクリエイタの経済的価値は低下していくことは避けられないと思う。反面文化的価値を守ることも重要であり、経済とバランスを考えて議論を進めて欲しい。一般的に法整備は技術革新の速度に比べ圧倒的に遅いのが常である。技術分野の法整備は迅速かつ柔軟な変更ができるようにあってほしい。
4347,私は Web デザイナー兼イラストレーターをやっているものです。非常に現状の AI 濫用には危機感を覚えております。AI の濫用で現状すでに起きていると感じている問題点は以下の 5 点です。1）児童ポルノ生成と販売2）1）の生成に使われている学習データに、実際の被害者の画像が含まれている問題3）特定のクリエイターの作風を意図的に学習させ、大量生成することでクリエイターの仕事の機会、収益を奪う4）実在のモデルに無断で写真を学習させ、モデルの意図しないポーズや服装で写真を生成するカメラマンが出てきており、モデルの収益を奪うと共に、ディープフェイクにもつながる問題となっている5）中国では、すでにイラストレーターが AI に置き換えられ、職を失う人も出てきているAI の発展と活用は今後避けられないと思いますが、●学習データへの縛り●AI 使用者を限定する●濫用や悪用に対しての罰則を設けるなど、法整備をすることが望ましいこと、法整備のスピードが追いついていないと感じています。日本の著作権では、作風、画風を著作権の範囲として扱うことは難しいと思いますが AI を使用した作風や画風の濫用についてという条件を絞ることで、クリエイターが守られるような法整備を行って欲しいです。
4350,現状生成 AI について問題点いくつかあると考える。1.いわゆる作風の模倣が簡単にできてしまう点2.短期間での乱造・投稿ができてしまうこと1.は著作権で保護されない作風を模倣することにより、なりすましなどができてしまうこと。人の顔を学習させればポルノや政治的発言・情報の偏向などが容易に行える点2.は 1.と地続きの問題点としてなりすましなどができてしまうこと。一般的なネットリテラシーのみでは真贋の判断は困難になりやすい点1・2 を踏まえ AI を使用する場合には生成物にメタデータを盛り込むこと。そのメタデータの消去は著作権の放棄と侵害を同時に満たすものとして開示請求を容易に認める仕組みづくりが必要であると考える。現在の創作は著作者が人であるということで製作速度の物理的な生産性の限界や作風である程度作者の同定が可能であったが AI はその作品の生成過程をほとんどが AI によるものである。個人が大量に特定作家・作品群を学習することで真贋の見極めを非常に困難にさせてしまう。そのためオンライン上の同一のデーターベースから生成を行う場合や個人でのデータベースの構築や追加学習を行った生成物には使用した AI、データベースの保管場所などを明示したものを盛り込むことで第三者からの著作権侵害の検討が明確にできること。個人で構築した環境であればそのデータの提出を求めることによって上記 1・2 の問題を緩和できるのではないかと考える。著作権・著作者の保護は著作権法だけにとどまらず、他の法律も絡めて関連法律との運用方法などを明示してほしい
4351,「4.関係者からの様々な懸念の声について」AI によって全ての人間に平等にチャンスが与えられると思う。AI を規制することは皆の挑戦の機会を無くすことだと思う。
4352,絵では「マスピ顔」と言われる絵柄を使い倒してその絵柄の価値を殺してしまっている上手い絵を見ても「AI 絵じゃないのか」と素直に受け止められなくなってしまった上記からもう既にひとつの文化が失われてしまっているまた、近年話題にあがったトコジラミ等の生物の絵が AI 生成されたが、他の虫の特徴も混ざってしまって実在しない生物の絵になっているなど、トコジラミに限らず生成 AI は現状、対象を正しく知る上での障害物となっています。絵だけでなく声優の声を無断で 449 キャラ、36 万音声ファイル、合計 581 時間、343GB ゲームからぶっこぬき、ばら撒いて声優のコピーを作ろうとしている動きがあるが、「そういう無断データで、データ元と競合する生成 AI 開発するのは不当な権利の侵害行為に該当しますこのまま生成 AI を野放しにするのは反対です。
4354,学習をし、多くの人に好かれるような絵を描きたいと考え努力していましたが、AI 生成のイラストがあまりにも多く溢れ、努力した先に AI イラストと戦いながら生きていかければならない。そもそも戦えるレベルまで上手くなれるかも分からないという不安から絵の勉強をやめてしまいました。
4356,時間を掛けたら強制的に送信できなくなるんですか？1000 文字弱の訴えが消えました。あまりにも不誠実です、ひどいです。これがあなた方推進派のやり方なんですか？海外でも裁判が多発、海外で法規制が進み、日本だけが野放しで後進国では大変なことになりますよ。国内では良かったかもしれませんが、いずれ海外から大きな裁判や国際問題になりえると思っています。また、イラストや写真を無許可に取り込んでデータを作っていますが、これは人生の時間や気力を多量に費やして技術を会得した人たちからすると窃盗です。何にも努力をしてこなかった人達がこれを無許可に悪用しているのはどう考えても異常です。誰でも簡単に良い絵を出力できる結果、ヤクザやマフィアのシノギやマネロンに使われているという話もあります。野放しだからこその犯罪の温床です。何としてでも対策を打たなければいけません。推進派の議員などは現場を知らない、現場を知ったうえで蔑ろにしている、のどちらかです。現場の意見を絶対に聞かないのですから何でしたら利権なども考えられるでしょう。今だけ金だけ自分だけ。せっかく世界に誇る漫画やイラストの日本国が、そんな人たちに破壊されるのは看過できません。絶対に現場の若手の意見を聞いてください。今回のパブコメでしっかりと取り入れて下さい。AI を推進して若い芽を摘み取ると仮に今がよくとも、未来はおしまいです。よろしくお願いいたします。
4357,まずはじめに、どこからが著作権侵害かという線引きを探るのがそもそも間違いであり、学習素材として著作物を無断使用しているものを発表している時点で著作権侵害であると言えます。普段クリエイターが素材を使用する場合、有料又は無料で使用許可の範囲内でのみ使用することが許されています。(大体の場合、再配布や商用としてメインコンテンツとしての使用は許可されておりませんし、アダルトや非合法の使用を禁ずるなどの著作物としてのルールがあります)表現に独自性や思想があるなしにかかわらず、ネットで拾ってきた誰かの写真やイラストに手を加えて自分の作品として発表する、他者のイラストや漫画を切り貼りしてトレースして自分の作品にする、という事は許されることではありませんが現行の AI がしているのはそういった行為です。切り貼りではないと断言しておりましたが過学習などを狙ったわけではない場合も学習元ほぼそのままのデータが出てくるようなケースも見られました。現行の著作権では違反をしていないから、というのを理由に個人を標的にした攻撃・詐欺行為から、マネーロンダリングのような組織的な犯罪行為に至るまで悪用され続けているのが現状です。AI が出たことで本来感じるはずであった技術の豊かさや AI で生まれる作品の楽しさよりも、法律には違反していないということを盾に著作物という楽しむ為に生まれた作品で他者に加害ができる人間がこの世にこんなにも沢山いたのだという事に驚きました。モラルをわかっていない、わかろうとしない利用者やモラルをそもそも守る気のない利用者も多々存在する一般に普及するには向いていないものです。著作者にも AI 使用者にも配慮をしようとしているように見えますが、加害者側は現在のように抜け道を探すだけに思われる箇所が多くありました。一般には一律使用不可にして研究用途に徹底し創作とは全く関わりのない技術としての運用のみにするか、AI 学習可と著作者が名言しているものに限らせる、その場合生成毎に学習元の著作者に対して対価を払う事を義務付ける等の対処が必要と考えております。また、著作権の問題からはずれますが、現在 AI の主な利用価値は技術の革新、躍進等ではなくコスト削減の面のみが際立っている様が取り立てられております。本来削減したコストは創作者や未来の創作者の育成に還元されなければ文化の発展は望めず、創作者もまた消費者でありますのでコスト削減が行き着く先は経済や文化の縮小です。現在の日本の貧困と言える状況は技術者や単純労働者を疎かにした目先のコスト削減の結果であると考えますので、企業や国の一時的な利益の為に推し進めるには未熟な技術であり、一般に普及や推進をする意味への疑問を感じます。
4360,私は、生成 AI の使用を規制して頂きたいと思っております。具体的には、1. 生成 AI の利用を免許制などにして厳しくする2. 生成 AI で作られた作品全てに、生成 AI を利用したと一目で分かるような、例えば透かしの様なものの刻印を義務化する。透かしは加工アプリ等で消すなどして誤魔化せないようなものにする。3. 生成 AI が学習に使った作品の明記の義務化4. 生成 AI で作った作品を商的に利用することへの罰則などの対策があげられます。イラストレーションにおける著作権というのは難しいものです。確かに生成 AI は、創作者の描いたイラストをそのまま使用している訳ではありません。しかし、多くの創作者の絵柄や構図を元に、短時間で、大量にイラストを生産してしまうというのは、長い時間を費やし努力をして付けた技術の結晶を勝手に盗まれてしまうことと同じであり、つまりは盗作です。許されざる行為だと思います。絵柄というのは抽象的なものであり、しかし確かに存在するものです。そしてそれはイラストレーションの創作者にとって大きなものです。名前を見るよりも先に、そのイラストがその創作者のものであると判断できるほどです。そして生成 AI はその「絵柄」を盗むことができます。仮に A というイラストレーターが居たとします。A は宗教的な絵や、偏った思想の強い絵は描かないイラストレーターでした。しかしある人が、生成 AI を利用して A の絵柄を盗み、偏った思想感のイラストや、宗教的なイラストを生成し、ネット上に公開してしまいました。それを見た人々は、どう思うでしょうか？同じ絵柄で生成されたイラストは、そのイラストを見た人々に、それが A の創作物であると勘違いさせるでしょう。そして A はひどい風評被害を受けることになります。自分の知らないところで、ありもしない、しかし自分の絵柄に酷似したイラストが流れるのです。そして、A はそういった絵を描く人という印象が定着し、イラストの仕事を貰う機会を失います。絵柄というのは、それほど大きな、個人を象徴するものなのです。生成 AI を利用した悪質な行為で筆を折られた創作者の方々をたくさん見てきました。上記のものは一例です。健全な絵を描かれるイラストレーターの絵柄を盗み、生成 AI を使い、同じ絵柄の R18 作品を描かれる、というケースもありました。そういった作品を描かれるイラストレーターとは仕事を出来ない、というイラストの依頼者様は多く、その方も生成 AIによる悪質な行為で、仕事の幅が狭まったと言っていました。創作文化は、日本における大きな文化の 1 つだと思います。今後も生成 AI が規制も無く出回り続けることで、日本の創作者の数は激減し、創作文化は大きく衰退すると考えられます。そして、日本はクリエイティブな面で、他国に遅れを取る事になるでしょう。この生成 AI による被害は、日本に留まるものではありません。今、生成 AI への規制をいち早く始めることは、他国の生成 AI への姿勢にも大きく影響するはずです。日本がその尊い先駆けとなる機会は今しかありません。どうか日本の創作文化を守ってください。日本の創作文化は、他国にも負けない強みがあります。日本の経済の一端を担っていると言っても過言ではありません。どうか、悪質な生成AI に対して、強く取り締まる姿勢を見せて下さると嬉しいです。
4361,私は絵を描きますが、自分の絵柄でヌードを描かれることを懸念しています。生成された場合、私以外にはそれを否定できるものはなく、私の作品として扱われます。それに対して何らかの不都合が生じた場合、損害は私にきます。そもそも、自分の絵で不本意なものを生み出されるのに恐怖を感じます。それと同様、実在する人物のヌード写真を生成することも可能で、現に多数の被害が出ています。誰が見ても本人にしか見えず、被害の程は計り知れません。メリットだけではなくデメリットにも向き合ってください。これは異常です。
4362,絵柄というのは、印章に相当するほど作者の特定に重要となる物であり、学習させて真似るということは、印鑑の偽造に相当する愚行である。現在でも贋作を贋作として優良誤認せぬように売ることは許可されているが、生成 AI に至っては贋作を真作として販売が可能であり、優良誤認させることが主目的となっている。ダ・ビンチや横山大観程の名画などであれば詳細なタッチや印章の判定基準があるが、生成AI によって模倣されるのは、ダ・ビンチに至る過程の途中に居る今後イラスト業界を牽引する可能性のある若者達の絵がほとんどである。それにより成長を止めるイラストレーター、筆を折る作家が後をたたない事が問題視されている現状があります。本来、生成 AI に求められている役割は生成の補助であるが、事実上完成品のみを求め販売する者ばかりが利用しているのである。例えるならば、食品の産地偽造のような行為を合法的に行えるのだ。それにより、イラストレーターなどの生産者だけでなく、イラストを見たり購入したりする企業や消費者までリスクを抱え込む事態になっている。安全に利用できる真作と思い購入したものが、生成 AI による贋作でありイラストの販売者が描いていないために著作物ではない状態であると言ったトラブルは既に確認されている。生成 AI を通したと言えば、他人の絵のレタッチだけでいくらでもクリエイターを名乗れるのだ。この流れが加速するとテストや入試にスマートフォンを持ち込むことすら IT 利用能力として認めざるを得ない。そのような「努力は意味がない」「勉強をする必要がない」というメッセージを世に広めることに既になっているのだ。そのため、生成 AI にはそのまま使えないように消すことの出来ないウォーターマークを入れて、あくまでも美術モデルのような「参考」としても役割を徹底させる必要があると考える。特に完成品を出力するものに関しては必須と言える。
4366,AI の学習元にも必ず著作者がいるはずなので、AI を使用したものには学習元を必ず明らかにし、許諾をとり、報酬が払われなければならないと思います。
4371,生成 AI を使用した際の入出力の制限、規制が望ましいと考えている。特に責任の所在が明らかにしづらい個人での使用はより厳しく制限し、企業や運営者においても責任の所在を判断しやすい構造であることを求めている。理由として、明確に既存の画像・文章データ等を区別する手段が存在し得ないことで利用者・各市場の運営的な利用において虚実の判断を難しくするからだ。現状においても生成 AI や AI を利用した加工で隠蔽や捏造、ディープフェイク動画像の拡散といった、犯罪行為・悪質行為の幇助性が高いからである。また、（４）その他の論点について、「著作物に当たらないものについて著作物であると称して流通させるという行為について」の部分では、著名なイラストレータの画風を模倣した絵を広告で使用した例などが挙げられる。他には、著作者に対しての嫌がらせとして「著作者の著作物には価値がない」等の名誉毀損のためにこのような行為を行うケースも見受けられた。さらに 項目４．関係者からの様々な懸念の声について、この項目に関しては、絵や漫画を製作する際、他者から提供される素材を使用する場合に、生成 AI によって作られたと思われる画像がそう明記されないまま素材として含まれており、当の生成 AI（とそれにより生成された画像）が著作物の権利を侵害していないかの判断を必要とされる懸念がある。
4383,絵を描く立場で思ったことを送ります。幼少の頃から絵を描くことを楽しみとし長年描き続け、今仕事としても絵を描くことをしております。絵を描くことは長く積み重ねた中で習得してきた技術です。仕事、趣味問わず今自分で描いている創作者は多かれ少なかれそういった積み重ねを経て、絵を描いているのです。そういった時間をかけて一人一人が習得してきた技を表面を雑にかすめとるように盗み、雑にこねくり回しおもちゃにしているような印象を、今の AI を利用している状況から感じます。作品への作者の気持ちは様々かと思いますが、自分の作品がそのように扱われることは耐え難い屈辱です。プロアマ問わずほかの創作者の方の作品や制作してきた時間を、そこにかけてきた全てを踏みにじることになります。私はそれを許せません。現状の AI 生成を取り巻く状況をみて、私は AI 生成を推進するようなことは反対です。
4386,著作権は、絵を描いた人、文章を書いた人、作品を作り出した方々を守るものだと思います。ジブリの作品を AI に読み込ませ、吐き出したものに、少し手を加えただけで、出力者の作品になるのですか？実際の人物の顔、姿、声を勝手に使い、ドラマを撮ることに、問題はひとつもないのですか？すでに女優さんや子供、有名な方々を使った卑猥な写真、事実とは違う動画が作られています。作品や個人にフリーライドすることを許可した場合、日本は無法地帯となり、国内だけではなく、海外からも搾取される事態に陥ると考えます。数少ない日本が誇れるアニメ、漫画も餌食となります。すでにその状況に片足を突っ込んでいる状態です。まずは才能ある方の作品を守る事を考えて欲しいです。
4387,自分の写真や絵、文章が無断で学習されて使われてそれで著作権が発生するなんてあり得ない。絶対反対。著作権法第 30 条の 4 に明確に反する。
4393,絵や写真、動画などをネットで販売しているものです。作品には1）自ら作成した著作権2）モデルの肖像権の使用権3）場所の許可などを含め時間とお金をかけ、各プラットフォーム（PIXTA や Adobe など）で商用販売しています。AI のスクレイピングや AI の合成ツールの仕様により・勝手にネット上の販売画像を購入なく利用されるということが起きています。これに対してこちらは利益を需要するとこなく仕様されてしまう状態です。音楽でもそうですが、著作権管理団体のようなものを作らないと勝手に作品を利用され、オリジナルとして販売されます。写真や動画のプラットフォームは、AI で利用する際は報酬を出すところ増えてきました。また、海外では Gettyimages のように AI を禁止しているところもあります。倫理や道徳を超えた許可を作らないように法を改正していただきたいです。
4396,盗作によるなりすましやフェイクコンテンツ作成、ポルノ画像など問題が多数発生している。それらへの罰則や規制無しに進めていくのはそういった行為の肯定にしかなっていない。先に対策を制定してから推進する、あるいは著作権周りの法整備が終わるまで禁止にするべきだと思う。
4397,（３）生成物の著作物性について創作物の著作権は０から自身で作り上げたものにのみ存在するべきで、お使いメモしか書いてない人が完成した料理を自作だと偽るのが横行するのは絶対に間違ってます。AI で作られたものはあくまで生成物であり創作物ではありません。学習素材が０の状態で自作の創作物のみを学習させそこから生成されたものには生成者の著作権が生れると思います。でも現状をそれを証明する手段は無いので前述の方法を証明できる方法が拡充するまでは、生成者が『こういう感じの創作物を作りたい』と 5W1H を入力しただけで不特定多数の『著作権が存在する創作物』を学習させた AI で生成されたものに著作権は発生するべきでは無いです。人生の時間を削って創作したものを勝手に学習素材にされ生み出された AI 生成物を対価を微塵も払っていない不埒者に勝手に自作創作物と偽られるなんてあまりにも真摯に創作物に向き合うクリエイターが哀れです。誰かが血反吐を吐いて身に着けた技術を正直者が馬鹿を見ると自称 AI 絵師がコケにしている現状が改善される事を願います。こんな事がいつまでも横行していてはただでさえ『日本の文化』として世界に発信しているクールジャパンを担うクリエイターが弾圧されます。クリエイターの著作権・財産権・生活を守る事が文化を守り伝えて行く事につながります。
4398,自分が長年学び、考え、自分の人生の時間を削り作った作品を利用されたく無い。
4399,・生成 AI によるイラストの生成は生成に使用されたイラストレーターの仕事を奪う可能性が大いに考えられる。現在、イラストレーターの名前を生成 AI に入力するとイラストレーターのイラストに寄せられたイラストが生成されることは明らかであり、すでに SNS にはそういったイラストがアップロードされている。これによってイラストレーターは金銭的被害を既に受けているということは SNS などを見ていても明らかである。・昨今、生成 AI によるアニメーションも存在する。しかし、これらは作画に携わる者だけではなく、一般人も生成出来ることから既存のアニメーションと著しく方向性の異なる物（性行為を思わせる卑猥な物）を生成したとして、法による罰則が現状ないことも問題である。・生成 AI はイラストだけではなく、写真や生身の人間のデータも学習に含まれる。そのため、当人の知らぬところで当人を裸にする、卑猥な言葉をしゃべらせる等、非常に悪質なコラ画像が出回ることが海外でもすでに問題になっている。また、幼児の画像でも可能なことから、児童ポルノ画像を作成することも可能である。それに対して生成物であるため問題がないと判断するのは非常に危険であると考える。・岸田総理の音声を使用し、作成された動画が昨年問題となりました。そちらは体や背景が動かずに口だけが動くといった不自然さ、話している内容の不自然さから生成された物であり、偽物とわかるものでしたが、今の生成 AI では不自然さを排除した本物のような動画を作成することも可能です。たとえば戦争を肯定するような発言をさせることも、他国を侮辱する発言をさせることも可能なのです。その場合、社会の混乱を招くことは容易に考えられる。・私自身、趣味でイラストを描くことがあり、この件は非常に憂鬱な問題になっています。生成 AI に全く新しい創作物は生み出せない。創作者は新しい物を作ることを止めないでしょう。新しい創作物は生まれる訳ですからクール・ジャパンや、私たちの生活に支障は少ないかもしれません。しかし、創作されたものは AI が生成出来ます。そしてファンや心無い人々に生み出された生成 AI による作品は私たちを非常に虚しくさせます。さらに女性や幼児の洋服を脱がせる物まで存在すると思うと恐ろしいです。せめて作成者を明確にするために免許や資格、登録による管理や、法の整備を早急に進めてください。以上です。
4400,6 についてイラストレーターというものについて、自分の名前を出し絵柄スタイルを売っているアーティストとゲームの立ち絵やカード絵を描く作業者を分けて対応すべき。この二つを同じ括りで処理することはできない。生成 AI を使うことは創作ではなく生産と言われるが、前者は創作、後者は生産である。生成 AI の被害については、前者はデータとして許諾なく自分の売り物であるスタイルを取り込まれ、改編複製量産販売されることによるスタイルの陳腐化の被害がすでに起きている。後者に関しては、業務内容が丸被りすることでコストカットのために仕事を AI にとってかわられることや、報酬の減額が起こり始めている。著作権法の運用で何とか対処しようというところに関係するのは前者の問題であり、後者はむしろ自分が AI オペレーターに職種転換することが視野にあるはずだが、そうならないのは、AI 訓練用データセットの内容が作り手の視点で見るとどこから見ても真っ黒な盗品と犯罪行為の産物であることがわかっているからだ。まともな倫理観があれば、仕事内容が社会的に広い影響範囲を持つ場合は特に、当該データセットとそれを学習したモデルが排除されない限りは、画像生成 AI 技術自体に、迂闊には触れないと判断されるのが現状である。欠陥が判明した製品システムはリコールするのが開発を止めないための唯一建設的な対応ではないのか。現存の当該データセット及びモデルが廃棄、排除されたのちについては、データセットの開示、倫理規範を設け審査の義務を課し、開発者とサービス提供者が顧客をだまして使わせることがないようにしなければ生産現場での活用は進まない。倫理規範については使用者にも研修の義務と使用者登録、出力物と使用者の紐づけによって技術の悪用を防ぐ仕組みを望みたい。また出力物による検索汚染、データ汚染を防ぐために、検索条件などで生成 AIの出力物を分離できるデータ上の刻印を生成時につけることをサービス提供者側に義務付けられるとよいと思う。著作権法の但し書きを増やして起きたことへのケアという技術のしりぬぐいをして回っていても生産の現場では受け入れられない。先に回って不都合が起こそうとしても起こせないようにする施策をお願いしたい。
